cpu_freq,ram_uso,rede_sent,cpu_ociosidade_dias,rede_recv,ram_percent,ram_livre,cpu_percent,dataHora,maquinaId
1600.0,6892617728,339908,4,865491,81.8,1530929152,4.9,2025-04-21 17:05:27,5
2000.0,6907494400,339917,4,865502,82.0,1515098112,6.0,2025-04-21 17:05:29,5
800.0,6912479232,339937,4,865513,82.1,1510182912,6.7,2025-04-21 17:05:30,5
800.0,6900977664,339949,4,865523,81.9,1521913856,10.7,2025-04-21 17:05:32,5
1400.0,6906847232,339959,4,865534,82.0,1515880448,3.0,2025-04-21 17:05:34,5
2501.0,6886080512,339998,4,865548,81.8,1536479232,9.7,2025-04-21 17:05:36,5
2000.0,6880137216,340010,4,865559,81.7,1542524928,8.0,2025-04-21 17:05:38,5
2500.0,6880874496,340020,4,865568,81.7,1541779456,3.6,2025-04-21 17:05:40,5
1800.0,6882328576,340031,4,865578,81.7,1540333568,3.4,2025-04-21 17:05:41,5
2500.0,6883336192,340053,4,865598,81.7,1539325952,12.7,2025-04-21 17:05:43,5
2501.0,6887444480,340081,4,865647,81.7,1537921024,18.3,2025-04-21 17:05:46,5
2000.0,6881210368,340096,4,865660,81.7,1541455872,6.6,2025-04-21 17:05:48,5
1800.0,6881255424,340109,4,865673,81.7,1541406720,5.7,2025-04-21 17:05:50,5
2501.0,6881284096,340120,4,865684,81.7,1541378048,3.4,2025-04-21 17:05:52,5
800.0,6881366016,340130,4,865694,81.7,1541292032,4.0,2025-04-21 17:05:53,5
1800.0,6881386496,340142,4,865704,81.7,1541287936,10.2,2025-04-21 17:05:55,5
800.0,6881415168,340151,4,865715,81.7,1541246976,2.5,2025-04-21 17:05:57,5
2500.0,6881402880,340163,4,865727,81.7,1541259264,4.3,2025-04-21 17:05:59,5
2000.0,6881329152,340176,4,865741,81.7,1541332992,6.8,2025-04-21 17:06:01,5
1800.0,6880440320,340188,4,865752,81.7,1541664768,3.0,2025-04-21 17:06:03,5
1800.0,6880514048,340198,4,865761,81.7,1541885952,3.8,2025-04-21 17:06:04,5
2000.0,6880747520,340207,4,865770,81.7,1541918720,4.1,2025-04-21 17:06:06,5
2000.0,6880903168,340216,4,865779,81.7,1541758976,9.0,2025-04-21 17:06:08,5
2500.0,6880600064,340228,4,865790,81.7,1541799936,4.8,2025-04-21 17:06:10,5
2000.0,6880796672,340242,4,865802,81.7,1541865472,3.0,2025-04-21 17:06:12,5
1400.0,6880825344,340251,4,865811,81.7,1541836800,3.2,2025-04-21 17:06:14,5
2000.0,6880829440,340291,4,865824,81.7,1541832704,5.0,2025-04-21 17:06:15,5
2000.0,6880817152,340301,4,865837,81.7,1541844992,10.6,2025-04-21 17:06:17,5
2000.0,6880780288,340319,4,865848,81.7,1541849088,4.2,2025-04-21 17:06:19,5
2000.0,6880419840,340335,4,865857,81.7,1542242304,3.4,2025-04-21 17:06:21,5
800.0,6880464896,340348,4,865867,81.7,1542197248,2.9,2025-04-21 17:06:23,5
