ram_uso,cpu_freq,ram_percent,cpu_percent,cpu_ociosidade_dias,rede_sent,rede_recv,ram_livre,dataHora,maquinaId
7498711040,2501.0,89.0,99.8,5,30090,56125,945205248,2025-04-21 20:04:14,4
7467659264,2501.0,88.7,74.2,5,30134,56192,959344640,2025-04-21 20:04:17,4
7455612928,2500.0,88.5,18.6,5,30136,56201,967245824,2025-04-21 20:04:18,4
7461896192,2501.0,88.6,16.2,5,30143,56210,960765952,2025-04-21 20:04:19,4
7452348416,2501.0,88.5,17.3,5,30159,56225,970358784,2025-04-21 20:04:20,4
7443525632,2501.0,88.4,58.1,5,30168,56241,979869696,2025-04-21 20:04:22,4
7447724032,2501.0,88.4,30.8,5,30181,56248,974884864,2025-04-21 20:04:23,4
7452622848,1000.0,88.5,12.9,5,30203,56274,970039296,2025-04-21 20:04:24,4
7442640896,2501.0,88.4,18.3,5,30223,56298,980545536,2025-04-21 20:04:25,4
7444959232,2501.0,88.4,26.7,5,30231,56328,977424384,2025-04-21 20:04:26,4
7441018880,2501.0,88.3,59.3,5,30233,56332,981643264,2025-04-21 20:04:27,4
7446708224,2501.0,88.4,68.8,5,30234,56344,971534336,2025-04-21 20:04:28,4
7471718400,2501.0,88.7,92.6,5,30247,56361,951144448,2025-04-21 20:04:29,4
7520718848,2501.0,89.3,78.4,5,30361,56509,905187328,2025-04-21 20:04:32,4
7488831488,2501.0,88.9,70.7,5,30374,56522,933687296,2025-04-21 20:04:33,4
7516418048,2501.0,89.2,32.4,5,30378,56526,910684160,2025-04-21 20:04:34,4
7528284160,2501.0,89.4,31.1,5,30381,56529,894496768,2025-04-21 20:04:35,4
7519117312,2501.0,89.3,38.9,5,30392,56545,904601600,2025-04-21 20:04:37,4
7534997504,2501.0,89.5,27.3,5,30392,56547,887795712,2025-04-21 20:04:38,4
7523958784,2501.0,89.3,20.8,5,30392,56547,898703360,2025-04-21 20:04:39,4
7537348608,2501.0,89.5,34.8,5,30402,56556,885313536,2025-04-21 20:04:40,4
7547248640,2501.0,89.6,47.7,5,30421,56584,878993408,2025-04-21 20:04:41,4
7526498304,2501.0,89.4,45.1,5,30431,56593,896790528,2025-04-21 20:04:42,4
7516147712,2501.0,89.2,43.9,5,30444,56609,906997760,2025-04-21 20:04:43,4
7494582272,2501.0,89.0,66.6,5,30446,56616,917323776,2025-04-21 20:04:45,4
7477075968,2501.0,88.8,64.3,5,30450,56620,945168384,2025-04-21 20:04:46,4
7486193664,2501.0,88.9,80.9,5,30453,56627,936468480,2025-04-21 20:04:47,4
7485046784,800.0,88.9,37.7,5,30455,56634,937615360,2025-04-21 20:04:48,4
7480889344,2501.0,88.8,22.8,5,30460,56638,941899776,2025-04-21 20:04:49,4
7478792192,2501.0,88.8,39.6,5,30463,56641,943599616,2025-04-21 20:04:51,4
7477960704,2501.0,88.8,22.1,5,30465,56647,944701440,2025-04-21 20:04:52,4
7473393664,2501.0,88.7,48.5,5,30469,56651,949276672,2025-04-21 20:04:53,4
7472910336,1000.0,88.7,14.1,5,30469,56651,949784576,2025-04-21 20:04:54,4
7472488448,2501.0,88.7,31.3,5,30470,56652,950173696,2025-04-21 20:04:55,4
7468355584,2501.0,88.7,66.2,5,30470,56656,954306560,2025-04-21 20:04:56,4
7471345664,2501.0,88.7,17.0,5,30473,56659,933613568,2025-04-21 20:04:57,4
7521280000,800.0,89.3,31.3,5,30488,56660,901115904,2025-04-21 20:04:58,4
7516090368,2500.0,89.2,20.7,5,30490,56662,900247552,2025-04-21 20:04:59,4
7519035392,2501.0,89.3,29.1,5,30500,56673,903634944,2025-04-21 20:05:00,4
7517093888,800.0,89.2,13.2,5,30501,56675,905568256,2025-04-21 20:05:01,4
7517933568,2501.0,89.3,10.8,5,30501,56675,923332608,2025-04-21 20:05:02,4
7482359808,1800.0,88.8,14.4,5,30501,56683,940302336,2025-04-21 20:05:04,4
7495675904,800.0,89.0,15.1,5,30502,56687,927387648,2025-04-21 20:05:05,4
7496364032,2501.0,89.0,17.3,5,30504,56690,926298112,2025-04-21 20:05:06,4
7492005888,2501.0,89.0,12.3,5,30505,56698,930656256,2025-04-21 20:05:07,4
7486570496,2501.0,88.9,26.1,5,30507,56710,944136192,2025-04-21 20:05:08,4
7462371328,800.0,88.6,16.7,5,30517,56715,960270336,2025-04-21 20:05:09,4
7464308736,800.0,88.6,15.5,5,30529,56720,958353408,2025-04-21 20:05:10,4
7466024960,800.0,88.6,19.6,5,30531,56725,956612608,2025-04-21 20:05:11,4
7474847744,800.0,88.7,12.7,5,30531,56727,947814400,2025-04-21 20:05:12,4
7476215808,1200.0,88.8,13.5,5,30531,56727,945659904,2025-04-21 20:05:13,4
7478321152,2501.0,88.8,18.3,5,30531,56732,944340992,2025-04-21 20:05:14,4
7481954304,2501.0,88.8,27.0,5,30533,56745,936206336,2025-04-21 20:05:15,4
7490932736,2501.0,88.9,67.8,5,30540,56752,930148352,2025-04-21 20:05:17,4
7493971968,2501.0,89.0,90.8,5,30541,56754,928784384,2025-04-21 20:05:18,4
7483654144,2501.0,88.9,59.2,5,30554,56774,939114496,2025-04-21 20:05:19,4
7482417152,2501.0,88.8,21.9,5,30571,56793,940728320,2025-04-21 20:05:20,4
7481548800,800.0,88.8,16.7,5,30576,56796,941113344,2025-04-21 20:05:22,4
7479812096,800.0,88.8,16.7,5,30581,56809,940052480,2025-04-21 20:05:23,4
7477112832,2501.0,88.8,26.1,5,30583,56810,945692672,2025-04-21 20:05:24,4
7470628864,2501.0,88.7,22.4,5,30585,56812,952098816,2025-04-21 20:05:25,4
7472627712,2501.0,88.7,27.5,5,30585,56817,962543616,2025-04-21 20:05:26,4
7451176960,800.0,88.5,24.8,5,30587,56821,971485184,2025-04-21 20:05:27,4
7400960000,2501.0,87.9,21.0,5,30590,56829,1024544768,2025-04-21 20:05:28,4
7381602304,1000.0,87.6,24.7,5,30596,56834,1040273408,2025-04-21 20:05:29,4
7384510464,800.0,87.7,12.2,5,30598,56841,1038151680,2025-04-21 20:05:30,4
7384735744,2500.0,87.7,13.6,5,30598,56841,1037926400,2025-04-21 20:05:31,4
7391444992,2501.0,87.8,12.7,5,30598,56841,1031217152,2025-04-21 20:05:33,4
7391883264,1800.0,87.8,14.3,5,30601,56850,1030701056,2025-04-21 20:05:34,4
7391850496,2501.0,87.8,16.3,5,30616,56857,1031073792,2025-04-21 20:05:35,4
7393132544,2501.0,87.8,10.7,5,30616,56857,1029242880,2025-04-21 20:05:36,4
7392350208,800.0,87.8,9.0,5,30616,56857,1030311936,2025-04-21 20:05:37,4
7389724672,800.0,87.7,17.4,5,30616,56859,1032937472,2025-04-21 20:05:38,4
7399002112,2501.0,87.8,18.2,5,30616,56859,1023492096,2025-04-21 20:05:39,4
7403311104,2501.0,87.9,20.8,5,30616,56859,1019174912,2025-04-21 20:05:40,4
7403446272,2501.0,87.9,29.0,5,30617,56863,1019260928,2025-04-21 20:05:41,4
7402487808,2501.0,87.9,13.0,5,30624,56872,1020174336,2025-04-21 20:05:42,4
7400558592,2501.0,87.9,44.8,5,30630,56882,1022201856,2025-04-21 20:05:43,4
7402090496,2501.0,87.9,16.3,5,30630,56883,1020571648,2025-04-21 20:05:44,4
7400075264,2501.0,87.9,13.8,5,30630,56890,1022820352,2025-04-21 20:05:45,4
7397982208,2501.0,87.8,9.3,5,30630,56890,1024679936,2025-04-21 20:05:46,4
7397859328,800.0,87.8,9.3,5,30631,56891,1024802816,2025-04-21 20:05:48,4
7396319232,2501.0,87.8,8.0,5,30631,56893,1026408448,2025-04-21 20:05:49,4
7397298176,1400.0,87.8,12.9,5,30652,56953,1025363968,2025-04-21 20:05:50,4
7395233792,2501.0,87.8,11.0,5,30652,56953,1027473408,2025-04-21 20:05:51,4
7395368960,2501.0,87.8,16.6,5,30654,56956,1027293184,2025-04-21 20:05:52,4
7392890880,2500.0,87.8,12.1,5,30657,56960,1023983616,2025-04-21 20:05:53,4
7400833024,2501.0,87.9,13.3,5,30661,56965,1022664704,2025-04-21 20:05:54,4
7403106304,2501.0,87.9,13.3,5,30662,56966,1019555840,2025-04-21 20:05:55,4
7402831872,800.0,87.9,11.1,5,30665,56969,1019916288,2025-04-21 20:05:56,4
7397756928,2500.0,87.8,11.3,5,30666,56973,1024905216,2025-04-21 20:05:57,4
7397490688,800.0,87.8,9.0,5,30666,56973,1025478656,2025-04-21 20:05:58,4
7399350272,2501.0,87.9,12.9,5,30666,56973,1023311872,2025-04-21 20:05:59,4
7397277696,2501.0,87.8,16.0,5,30668,56975,1025384448,2025-04-21 20:06:00,4
7396679680,1800.0,87.8,7.7,5,30670,56985,1025982464,2025-04-21 20:06:01,4
7390220288,2501.0,87.7,36.2,5,30672,56987,1033740288,2025-04-21 20:06:03,4
7398469632,2000.0,87.8,15.3,5,30673,56987,1024258048,2025-04-21 20:06:04,4
7398653952,2501.0,87.8,26.3,5,30673,56996,1024397312,2025-04-21 20:06:05,4
7397969920,2500.0,87.8,11.9,5,30675,57000,1024692224,2025-04-21 20:06:06,4
7397163008,2501.0,87.8,9.3,5,30675,57000,1026519040,2025-04-21 20:06:07,4
