ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
68.9,11608629248,121,1460329,777265,1700.0,10.1,5239242752,2025-04-21 22:10:55,9
68.9,11603492864,121,1460382,777349,1700.0,8.8,5244379136,2025-04-21 22:10:56,9
68.9,11603963904,121,1460399,777453,1700.0,6.3,5238804480,2025-04-21 22:10:58,9
68.9,11608637440,121,1460411,777507,1700.0,10.2,5238263808,2025-04-21 22:11:00,9
68.9,11606429696,121,1460461,777573,1700.0,10.6,5241442304,2025-04-21 22:11:02,9
68.9,11600441344,121,1460482,777684,1700.0,9.7,5247963136,2025-04-21 22:11:03,9
68.9,11612422144,121,1460516,777789,1700.0,7.2,5234946048,2025-04-21 22:11:05,9
68.9,11609989120,121,1460530,777891,1700.0,7.4,5238636544,2025-04-21 22:11:07,9
68.8,11590750208,121,1460565,777956,1700.0,8.3,5257121792,2025-04-21 22:11:09,9
68.8,11588775936,121,1460591,778033,1700.0,10.6,5259124736,2025-04-21 22:11:10,9
68.8,11587145728,121,1460608,778092,1700.0,8.4,5259468800,2025-04-21 22:11:12,9
68.7,11582672896,121,1460669,778259,1700.0,6.6,5265199104,2025-04-21 22:11:14,9
68.7,11577290752,121,1460680,778277,1700.0,9.1,5271425024,2025-04-21 22:11:16,9
68.7,11575283712,121,1460692,778291,1700.0,9.2,5268992000,2025-04-21 22:11:17,9
68.7,11568484352,121,1460704,778303,1700.0,7.7,5279461376,2025-04-21 22:11:19,9
68.7,11580026880,121,1460717,778317,1700.0,9.0,5267337216,2025-04-21 22:11:21,9
68.7,11575640064,121,1460732,778334,1700.0,7.7,5272231936,2025-04-21 22:11:23,9
68.7,11571609600,121,1460745,778348,1700.0,9.5,5276266496,2025-04-21 22:11:25,9
68.6,11562352640,121,1460760,778364,1700.0,6.8,5285519360,2025-04-21 22:11:26,9
68.7,11568861184,121,1460772,778378,1700.0,9.7,5279363072,2025-04-21 22:11:28,9
68.7,11567095808,121,1460787,778402,1700.0,12.5,5280288768,2025-04-21 22:11:30,9
68.7,11579813888,121,1460800,778435,1700.0,8.3,5268058112,2025-04-21 22:11:32,9
