ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
67.1,11308548096,121,1495273,850266,1700.0,10.0,5539344384,2025-04-21 22:33:33,9
67.1,11296600064,121,1495285,850280,1700.0,8.4,5549887488,2025-04-21 22:33:35,9
67.1,11298738176,121,1495296,850291,1700.0,7.8,5549375488,2025-04-21 22:33:37,9
67.0,11295223808,121,1495312,850339,1700.0,7.9,5533515776,2025-04-21 22:33:39,9
67.1,11312963584,121,1495324,850350,1700.0,7.7,5534982144,2025-04-21 22:33:42,9
67.2,11322937344,121,1495337,850364,1700.0,8.2,5524926464,2025-04-21 22:33:44,9
67.2,11316813824,121,1495349,850376,1700.0,8.3,5531230208,2025-04-21 22:33:46,9
67.0,11321503744,121,1495365,850463,1700.0,11.3,5527543808,2025-04-21 22:33:50,9
67.1,11312074752,121,1495375,850479,1700.0,7.4,5535674368,2025-04-21 22:33:52,9
67.1,11309469696,121,1495392,850496,1700.0,7.4,5538398208,2025-04-21 22:33:54,9
67.1,11306946560,121,1495406,850514,1700.0,7.5,5541076992,2025-04-21 22:33:56,9
67.1,11306827776,121,1495423,850534,1700.0,5.1,5541044224,2025-04-21 22:33:58,9
67.3,11331764224,121,1495434,850613,1700.0,8.9,5516115968,2025-04-21 22:34:00,9
67.2,11315621888,121,1495447,850629,1700.0,7.9,5531979776,2025-04-21 22:34:02,9
67.2,11324973056,121,1495461,850662,1700.0,8.7,5522948096,2025-04-21 22:34:05,9
67.2,11322056704,121,1495474,850715,1700.0,8.0,5525954560,2025-04-21 22:34:07,9
67.2,11322302464,121,1495490,850754,1700.0,10.3,5525753856,2025-04-21 22:34:09,9
67.2,11320197120,121,1495502,850792,1700.0,7.2,5527674880,2025-04-21 22:34:11,9
67.2,11317682176,121,1495514,850805,1457.0,9.3,5530189824,2025-04-21 22:34:13,9
67.3,11333349376,121,1495525,850818,1700.0,8.1,5514522624,2025-04-21 22:34:15,9
67.2,11320291328,121,1495541,850837,1457.0,6.5,5528813568,2025-04-21 22:34:17,9
67.1,11310682112,121,1495554,850852,1700.0,6.7,5536735232,2025-04-21 22:34:20,9
67.1,11313332224,121,1495568,850869,1457.0,7.9,5534552064,2025-04-21 22:34:22,9
67.1,11307442176,121,1495583,850884,1700.0,8.4,5541892096,2025-04-21 22:34:24,9
67.1,11306774528,121,1495597,850900,1700.0,8.4,5542330368,2025-04-21 22:34:26,9
67.1,11300057088,121,1495609,850912,1700.0,5.6,5547814912,2025-04-21 22:34:28,9
67.1,11311030272,121,1495620,850961,1457.0,7.2,5536882688,2025-04-21 22:34:30,9
67.2,11314991104,121,1495631,850974,1700.0,7.7,5532708864,2025-04-21 22:34:32,9
67.2,11316301824,121,1495645,850987,1700.0,8.3,5532291072,2025-04-21 22:34:34,9
67.1,11313115136,121,1495659,851006,1700.0,7.9,5534752768,2025-04-21 22:34:36,9
67.1,11313250304,121,1495681,851042,1457.0,10.4,5539119104,2025-04-21 22:34:42,9
67.2,11313532928,121,1495695,851129,1457.0,13.7,5534208000,2025-04-21 22:34:44,9
