ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
78.3,47.2,2501.0,2025-04-25 11:15:52,7
78.8,52.6,2501.0,2025-04-25 11:15:53,7
78.7,28.4,2501.0,2025-04-25 11:15:54,7
78.8,24.5,2501.0,2025-04-25 11:15:55,7
78.6,50.5,2501.0,2025-04-25 11:15:57,7
78.6,28.5,2501.0,2025-04-25 11:15:58,7
78.0,18.0,2501.0,2025-04-25 11:15:59,7
78.4,78.4,2501.0,2025-04-25 11:16:00,7
78.2,46.5,2501.0,2025-04-25 11:16:01,7
78.3,10.0,2000.0,2025-04-25 11:16:02,7
78.2,37.0,2501.0,2025-04-25 11:16:03,7
78.2,12.3,2501.0,2025-04-25 11:16:04,7
78.0,10.1,2501.0,2025-04-25 11:16:05,7
78.0,21.9,2501.0,2025-04-25 11:16:06,7
78.1,11.2,2501.0,2025-04-25 11:16:07,7
78.0,11.3,2501.0,2025-04-25 11:16:08,7
78.0,23.8,2500.0,2025-04-25 11:16:10,7
78.0,12.6,2501.0,2025-04-25 11:16:11,7
78.0,22.4,2501.0,2025-04-25 11:16:12,7
78.7,52.3,2501.0,2025-04-25 11:16:13,7
78.5,49.5,2501.0,2025-04-25 11:16:14,7
78.7,50.5,2501.0,2025-04-25 11:16:15,7
78.7,24.6,2501.0,2025-04-25 11:16:16,7
78.7,15.9,2501.0,2025-04-25 11:16:17,7
78.7,11.6,2501.0,2025-04-25 11:16:19,7
78.1,37.4,2501.0,2025-04-25 11:16:20,7
78.3,77.2,2501.0,2025-04-25 11:16:21,7
77.7,65.1,2501.0,2025-04-25 11:16:24,7
77.9,47.2,2501.0,2025-04-25 11:16:25,7
77.9,33.6,2501.0,2025-04-25 11:16:26,7
78.1,62.8,2501.0,2025-04-25 11:16:27,7
78.3,56.0,2501.0,2025-04-25 11:16:28,7
78.2,100.0,2501.0,2025-04-25 11:16:29,7
78.7,58.6,2501.0,2025-04-25 11:16:32,7
78.8,49.1,2501.0,2025-04-25 11:16:33,7
78.9,22.1,2501.0,2025-04-25 11:16:34,7
